"","ccg19cd","year","Total_Procurement_Spend","Social_Care_Procurement_Spend","Hospital_Services_Procurement_Spend","GP_Services_Procurement_Spend","Other_Health_Services_Procurement_Spend","Private_Sector_Procurement_Spend","Charity_Sector_Procurement_Spend","Health_Services_Procurement_Spend","Building_Maintenance_Procurement_Spend","Specialist_Services_Procurement_Spend","NotAssigned_Procurement_Spend","Foundational_Services_Procurement_Spend","Professional_Services_Spend","Dental_Services_Procurement_Spend","Medical_Nursing_Homes_Procurement_Spend","nogpPrivate_Sector_Procurement_Spend","NOGPTotal_Procurement_Spend","nogpHealth_Services_Procurement_Spend","Food_Procurement_Spend","Transport_Procurement_Spend","Management_Procurement_Spend","Total_Private_sector_spend","Total_Management_Procurement_Spend","lag_check_private","Avoidable_Mortality_Rate","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","total_spend_10millions","Lagged_Private_Procurement","Lagged_Total_Spend","Lagged_Treatable_Mortality_Rate","Lagged_Local_Authority_Spend_per_pop","Lagged_Claimant_percent","Lagged_CCGpop","Lagged_Unemployment_percent","Lagged_BAME_percent","Lagged_Qual_lvl4_percent","Lagged_GDHI_per_person","dept","number_of_doctors","Treatable_Mortality_2013","Private_Sector_Procurement_Spendten","Lagged_Private_Procurementten","Preventable_Mortality_Rate_FD","Treatable_Mortality_Rate_FD","Private_Sector_Procurement_Spendten_FD","Private_Sector_Procurement_Spend_FD","Local_Authority_Spend_per_pop_FD","Claimant_percent_FD","CCGpop_FD","Unemployment_percent_FD","BAME_percent_FD","Qual_lvl4_percent_FD","total_spend_10millions_FD","GDHI_FD","Private_Sector_Procurement_Spendten_FD_lagged","Local_Authority_Spend_per_pop_FD_lagged","total_spend_10millions_FD_lagged","GDHI_FD_lagged","Private_Sector_Procurement_Spend_FD_lagged","lagged_tot_prive"
"NHS_STOK_CCG-2018","E38000175","2018",155773738,0.32730292445059,1.07488850270769,1.87043274264883,2.68867207898677,9.67310099472608,2.4355793529202,5.63399332434329,0.521068577040887,0,0.910865347533741,0.469681224443622,4.0398529821503,0,0,12.3067625988326,152860095,3.83529723699308,0,0.469681224443622,0,15068151,0,7.62558200290559,335.1,105.5,229.6,"E12000005","West Midlands",140,NA,39.9,NA,98397,20915,1.1,19508,0.212557293413417,264149,3388,253812,4,"Urban with City and Town","Predominantly Urban",169,15.5773738,7.62558200290559,35.6303204,99.6,0.223318713450292,0.9,263589,4.5,NA,36.6,18523,"NHS_STOK_CCG",232,90.8,0.967310099472608,0.762558200290559,0.161289924836729,0.057548788325569,0.204751899182049,2.04751899182049,-0.0107614200368753,0.2,0.00212226601149546,NaN,NaN,3.3,-20.0529466,0.0518114347072203,0.484629256202174,-0.0382014136683517,12.451655,0.0267543380628723,4.84629256202174,0.00000356303204
"NHS_STOK_CCG-2019","E38000175","2019",36623636,0.187870477961282,1.24304151559392,3.63430053749988,2.02450679664903,12.9928934418199,2.77260564734752,7.01070478092344,0,0.108855931180618,1.35639181210735,0.399545255419205,6.07841613541594,0,0,16.3600733218384,35292623,3.50374071091287,0,0.399545255419205,0,4758470,0,9.67310099472608,301.5,93,208.5,"E12000005","West Midlands",140,5,33.2,NA,98435,24426,1.6,NA,0.248143444912887,264651,3388,253812,4,"Urban with City and Town","Predominantly Urban",169,3.6623636,9.67310099472608,15.5773738,105.5,0.212557293413417,1.1,264149,NA,NA,39.9,19508,"NHS_STOK_CCG",232,90.8,1.29928934418199,0.967310099472608,-0.0963996232065556,-0.126111459762865,0.331979244709384,3.31979244709384,0.0355861514994696,0.5,0.00189863899698217,NaN,NaN,-6.7,-11.9150102,NaN,0.204751899182049,-0.0107614200368753,-20.0529466,0.0518114347072203,2.04751899182049,0.00000155773738
"NHS_STOK_CCG-2020","E38000175","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9928934418199,NA,NA,NA,"E12000005","West Midlands",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388,253812,4,"Urban with City and Town","Predominantly Urban",169,NA,12.9928934418199,3.6623636,93,0.248143444912887,1.6,264651,5,NA,33.2,NA,"NHS_STOK_CCG",232,90.8,NA,1.29928934418199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331979244709384,0.0355861514994696,-11.9150102,NaN,3.31979244709384,0.00000036623636
"NHS_SUN_CCG-2010","E38000176","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.2,114.8,NA,"E12000001","North East",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_SUN_CCG",226,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUN_CCG-2011","E38000176","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.5,100.5,212,"E12000001","North East",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,114.8,NA,NA,NA,NA,NA,NA,NA,"NHS_SUN_CCG",226,92.1,NA,NA,NA,-0.133033756386336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUN_CCG-2012","E38000176","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.5,107.8,195.7,"E12000001","North East",141,8.5,21.6,3,275764,648165,5.6,13861,2.35043370418184,275764,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,100.5,NA,NA,NA,NA,NA,NA,NA,"NHS_SUN_CCG",226,92.1,NA,NA,-0.0800034002699821,0.0701199309757667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUN_CCG-2013","E38000176","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.6,92.1,196.5,"E12000001","North East",141,13.8,24.4,3.4,276089,572785,4.3,14273,2.0746389751131,276089,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,107.8,2.35043370418184,5.6,275764,8.5,3,21.6,13861,"NHS_SUN_CCG",226,92.1,NA,NA,0.00407955690728556,-0.157402715213636,NA,NA,-0.275794729068739,-1.3,0.00117785003460646,5.3,0.4,2.8,NA,0.0292904994164154,NA,NA,NA,NA,NA,NA
"NHS_SUN_CCG-2014","E38000176","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.7,106.8,211.8,"E12000001","North East",141,8.5,23.2,3.8,276782,572785,3.1,14381,2.06944454480421,276782,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,92.1,2.0746389751131,4.3,276089,13.8,3.4,24.4,14273,"NHS_SUN_CCG",226,92.1,NA,NA,0.0749800018579903,0.148082983264834,NA,NA,-0.00519443030888356,-1.2,0.00250691522230895,-5.3,0.4,-1.2,NA,0.00753825025661214,NA,-0.275794729068739,NA,0.0292904994164154,NA,NA
"NHS_SUN_CCG-2015","E38000176","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.2,98,215.2,"E12000001","North East",141,8.8,25.4,4.8,276813,530036,2.8,14786,1.91478001394443,276813,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,NA,NA,106.8,2.06944454480421,3.1,276782,8.5,3.8,23.2,14381,"NHS_SUN_CCG",226,92.1,NA,NA,0.0159253951203233,-0.0859904478555222,NA,NA,-0.154664530859782,-0.3,0.00011199523128802,0.300000000000001,1,2.2,NA,0.0277728962306654,NA,-0.00519443030888356,NA,0.00753825025661214,NA,NA
"NHS_SUN_CCG-2016","E38000176","2016",180227001,0.206434106951599,1.1640392329449,1.95570806840425,0.224034133487024,3.86635463129079,0.962132749465215,3.47830234383138,0.242175699300462,0.0956810017606629,0.299474549876131,0,0.184861867617716,0.0388399072345436,0,4.87636668600685,176632287,1.51395084410587,0,0,0,6968215,0,NA,274.2,89,185.2,"E12000001","North East",141,8.2,26,2.8,277307,519475,3.2,15161,1.87328484315217,277307,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,18.0227001,NA,NA,98,1.91478001394443,2.8,276813,8.8,4.8,25.4,14786,"NHS_SUN_CCG",226,92.1,0.386635463129079,NA,-0.15013150607555,-0.0963311089384327,NA,NA,-0.0414951707922575,0.4,0.00178300776320661,-0.600000000000001,-2,0.600000000000001,NA,0.0250455539645351,NA,-0.154664530859782,NA,0.0277728962306654,NA,NA
"NHS_SUN_CCG-2017","E38000176","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86635463129079,301.9,98.7,203.2,"E12000001","North East",141,6.2,27.3,4.3,277249,559030,3.1,15666,2.01634631684875,277249,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,3.86635463129079,18.0227001,89,1.87328484315217,3.2,277307,8.2,2.8,26,15161,"NHS_SUN_CCG",226,92.1,NA,0.386635463129079,0.0927543934922479,0.103448576707296,NA,NA,0.143061473696579,-0.1,-0.000209176350852047,-2,1.5,1.3,NA,0.0327664178456022,NA,-0.0414951707922575,NA,0.0250455539645351,NA,0.00000180227001
"NHS_SUN_CCG-2018","E38000176","2018",71202918,0.0550497101818215,1.40024879317446,3.42414758900752,0.728340936813854,5.43936415639595,1.01894279108056,5.55273731899583,0,0,0.520245532633929,0,0.240235940892198,0,0,6.68728961354879,68764825,2.20405999724423,0,0,0.105623480206247,3872986,75207,NA,294.6,96.2,198.4,"E12000001","North East",141,7.2,25,4.3,277417,485349,4.1,16000,1.74952868785979,277417,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,7.1202918,NA,NA,98.7,2.01634631684875,3.1,277249,6.2,4.3,27.3,15666,"NHS_SUN_CCG",226,92.1,0.543936415639595,NA,-0.0239055208535541,-0.0256555887677754,NA,NA,-0.266817628988961,1,0.000605769977381598,1,0,-2.3,NA,0.0210959632947354,NA,0.143061473696579,NA,0.0327664178456022,NA,NA
"NHS_SUN_CCG-2019","E38000176","2019",300360091,0.0844203366551783,0.777805730522302,2.70398839371773,0.533278237687043,4.24399791515578,0.490406696540786,4.01507236192707,0.0558729355292411,0,0.241595678568362,0,0.279399302752242,0,0,4.85652040738563,292238389,1.34752077352849,0,0,0.0867432151630291,12747276,260542,5.43936415639595,317.9,100,217.9,"E12000001","North East",141,7.1,27.4,2.7,277705,479241,4.9,NA,1.72571973857151,277705,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,30.0360091,5.43936415639595,7.1202918,96.2,1.74952868785979,4.1,277417,7.2,4.3,25,16000,"NHS_SUN_CCG",226,92.1,0.424399791515578,0.543936415639595,0.0937510470998015,0.0387408283164312,-0.119536624124017,-1.19536624124017,-0.0238089492882865,0.800000000000001,0.00103760984374368,-0.100000000000001,-1.6,2.4,22.9157173,NaN,NA,-0.266817628988961,NA,0.0210959632947354,NA,0.00000071202918
"NHS_SUN_CCG-2020","E38000176","2020",68130096,0.0660501050813138,1.12561121299462,1.75130385842991,0.591761972564959,3.63945766346785,0.821064452925474,3.46867704398949,0.0915513167631527,0,0.0676690665458625,0,0.376299190889148,0,0,4.36822835513627,66936931,1.74798572704207,0,0,0,2479566,0,4.24399791515578,NA,NA,NA,"E12000001","North East",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,6.8130096,4.24399791515578,30.0360091,100,1.72571973857151,4.9,277705,7.1,2.7,27.4,NA,"NHS_SUN_CCG",226,92.1,0.363945766346785,0.424399791515578,NA,NA,-0.0604540251687933,-0.604540251687934,NA,NA,NA,NA,NA,NA,-23.2229995,NA,-0.119536624124017,-0.0238089492882865,22.9157173,NaN,-1.19536624124017,0.00000300360091
"NHS_SUN_CCG-2021","E38000176","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63945766346785,NA,NA,NA,"E12000001","North East",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,274013,6,"Urban with Major Conurbation","Predominantly Urban",170,NA,3.63945766346785,6.8130096,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_SUN_CCG",226,92.1,NA,0.363945766346785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0604540251687933,NA,-23.2229995,NA,-0.604540251687934,0.00000068130096
"NHS_SUTT_CCG-2010","E38000179","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.1,73.8,NA,"E12000007","London",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_SUTT_CCG",153,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUTT_CCG-2011","E38000179","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4,74.3,143.1,"E12000007","London",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,NA,NA,73.8,NA,NA,NA,NA,NA,NA,NA,"NHS_SUTT_CCG",153,65.6,NA,NA,NA,0.00675222011728671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUTT_CCG-2012","E38000179","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.5,77.6,123.9,"E12000007","London",144,6.9,39.5,20.7,193476,328371,2.7,19555,1.6972182596291,193476,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,NA,NA,74.3,NA,NA,NA,NA,NA,NA,NA,"NHS_SUTT_CCG",153,65.6,NA,NA,-0.144068897927308,0.0434564754654598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SUTT_CCG-2013","E38000179","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.2,65.6,135.6,"E12000007","London",144,6.4,40.6,20.2,195787,321131,2,20286,1.64020593808578,195787,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,NA,NA,77.6,1.6972182596291,2.7,193476,6.9,20.7,39.5,19555,"NHS_SUTT_CCG",153,65.6,NA,NA,0.0902345868711985,-0.167991731239129,NA,NA,-0.0570123215433243,-0.7,0.0118738598427317,-0.5,-0.5,1.1,NA,0.0366999847463259,NA,NA,NA,NA,NA,NA
"NHS_SUTT_CCG-2014","E38000179","2014",127530212,1.01783881610736,0.34169315110995,1.02037468580386,0.0394400661703597,2.88744364355013,0.613380145561116,1.49560325360394,0.108368046937772,0.0940953505197655,0,0,0.535957707025532,0,0,3.19032105208595,126228926,0.480127668994031,0,0,0.444214740268761,3682363,566508,NA,230.3,84,146.3,"E12000007","London",144,4.7,42.8,24,197954,321131,1.3,20564,1.62225062388232,197954,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,12.7530212,NA,NA,65.6,1.64020593808578,2,195787,6.4,20.2,40.6,20286,"NHS_SUTT_CCG",153,65.6,0.288744364355013,NA,0.0759499325197837,0.24724110289327,NA,NA,-0.017955314203461,-0.7,0.0110073468586549,-1.7,3.8,2.2,NA,0.0136109812394558,NA,-0.0570123215433243,NA,0.0366999847463259,NA,NA
"NHS_SUTT_CCG-2015","E38000179","2015",28748268,0.31063436586858,0.530901548573291,1.25949152832442,0.183137989391222,2.10359107546931,0.707910473076152,1.97353106628893,0,0,0,0,0.092527313297622,0,0,2.40700881759881,28386186,0.723147519712581,0,0,0,604746,0,2.88744364355013,184.5,71.4,113.1,"E12000007","London",144,5.5,42.4,20.2,199870,329914,1.2,21954,1.65064291789663,199870,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,2.8748268,2.88744364355013,12.7530212,84,1.62225062388232,1.3,197954,4.7,24,42.8,20564,"NHS_SUTT_CCG",153,65.6,0.210359107546931,0.288744364355013,-0.257386924904004,-0.162518929497774,-0.0783852568080814,-0.783852568080814,0.0283922940143169,-0.1,0.00963247473546147,0.8,-3.8,-0.399999999999999,-9.8781944,0.0654073810718661,NA,-0.017955314203461,NA,0.0136109812394558,NA,0.00000127530212
"NHS_SUTT_CCG-2016","E38000179","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10359107546931,188.3,74.7,113.6,"E12000007","London",144,4.1,44.2,25.1,201945,338125,1.7,22243,1.67434202381837,201945,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,2.10359107546931,2.8748268,71.4,1.65064291789663,1.2,199870,5.5,20.2,42.4,21954,"NHS_SUTT_CCG",153,65.6,NA,0.210359107546931,0.00441112316497616,0.0451822227932324,NA,NA,0.0236991059217335,0.5,0.0103282278928578,-1.4,4.9,1.8,NA,0.0130779971064676,-0.0783852568080814,0.0283922940143169,-9.8781944,0.0654073810718661,-0.783852568080814,0.00000028748268
"NHS_SUTT_CCG-2017","E38000179","2017",43092348,0.279864072387051,0.624147934570657,2.84205910524996,0.183092831237694,4.25686945626634,0.673504725247276,3.64929987105831,0,0,0,0,0.491070943732284,0,0,4.77036464297317,41867638,0.83085413129826,0,0,0,1834385,0,NA,187.3,69.2,118.2,"E12000007","London",144,5.7,51.4,27.5,203243,333159,2.1,22285,1.63921512672023,203243,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,4.3092348,NA,NA,74.7,1.67434202381837,1.7,201945,4.1,25.1,44.2,22243,"NHS_SUTT_CCG",153,65.6,0.425686945626634,NA,0.0396945986849468,-0.0764792295151473,NA,NA,-0.0351268970981349,0.4,0.00640692439112556,1.6,2.4,7.2,NA,0.001886454026927,NA,0.0236991059217335,NA,0.0130779971064676,NA,NA
"NHS_SUTT_CCG-2018","E38000179","2018",243106541,0.255615911214828,0.572748061106262,1.66502759792053,0.128632902559376,2.90015314725736,0.535918529645815,2.43328088815183,0.0208311959816828,0,0,0,0.380946146570363,0,0.06687232656566,3.1745619016246,239058750,0.78126150998447,0,0,0.146351471472748,7050462,355790,4.25686945626634,206.4,77.9,128.4,"E12000007","London",144,4.5,48.4,24.6,204525,312075,2.4,23490,1.52585258525853,204525,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,24.3106541,4.25686945626634,4.3092348,69.2,1.63921512672023,2.1,203243,5.7,27.5,51.4,22285,"NHS_SUTT_CCG",153,65.6,0.290015314725736,0.425686945626634,0.0827722862838627,0.118425090253078,-0.135671630900898,-1.35671630900898,-0.113362541461706,0.3,0.0062879099093287,-1.2,-2.9,-3,20.0014193,0.0526609922723011,NA,-0.0351268970981349,NA,0.001886454026927,NA,0.00000043092348
"NHS_SUTT_CCG-2019","E38000179","2019",254830895,0.127678396294923,0.703451204376141,1.31206618412575,0.117521464577519,2.64349148088971,0.486221264497776,2.42133906094863,0.0806935124565646,0,0.106866163147133,0,0.268175881892186,0,0.288300207869222,3.04470151370837,251487345,1.12402077329179,0,0,0,6736433,0,2.90015314725736,NA,NA,NA,"E12000007","London",144,6,45.9,19.9,206349,332396,2.4,NA,1.61084376468992,206349,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,25.4830895,2.90015314725736,24.3106541,77.9,1.52585258525853,2.4,204525,4.5,24.6,48.4,23490,"NHS_SUTT_CCG",153,65.6,0.264349148088971,0.290015314725736,NA,NA,-0.0256661666367649,-0.256661666367649,0.0849911794313927,0,0.00887869265187824,1.5,-4.7,-2.5,1.1724354,NaN,-0.135671630900898,-0.113362541461706,20.0014193,0.0526609922723011,-1.35671630900898,0.00000243106541
"NHS_SUTT_CCG-2020","E38000179","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64349148088971,NA,NA,NA,"E12000007","London",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190146,6,"Urban with Major Conurbation","Predominantly Urban",173,NA,2.64349148088971,25.4830895,NA,1.61084376468992,2.4,206349,6,19.9,45.9,NA,"NHS_SUTT_CCG",153,65.6,NA,0.264349148088971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0256661666367649,0.0849911794313927,1.1724354,NaN,-0.256661666367649,0.00000254830895
"NHS_SWAL_CCG-2010","E38000180","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.6,109.5,NA,"E12000008","South East",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_SWAL_CCG",65,105.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SWAL_CCG-2011","E38000180","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,87.5,150.5,"E12000008","South East",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,109.5,NA,NA,NA,NA,NA,NA,NA,"NHS_SWAL_CCG",65,105.7,NA,NA,NA,-0.224285755892986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SWAL_CCG-2012","E38000180","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.4,77.4,150.9,"E12000008","South East",145,7.6,25.1,1.5,137794,33873,3.9,15821,0.245823475623031,108229,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,"NHS_SWAL_CCG",65,105.7,NA,NA,0.00265428158487335,-0.122652012767888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_SWAL_CCG-2013","E38000180","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.6,105.7,167.9,"E12000008","South East",145,9.1,27,0.9,139274,33947,3.2,16317,0.243742550655542,109620,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,77.4,0.245823475623031,3.9,108229,7.6,1.5,25.1,15821,"NHS_SWAL_CCG",65,105.7,NA,NA,0.106751198309692,0.31161811228051,NA,NA,-0.00208092496748916,-0.7,0.0127704869359722,1.5,-0.6,1.9,NA,0.0308693376420077,NA,NA,NA,NA,NA,NA
"NHS_SWAL_CCG-2014","E38000180","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.3,84.8,164.5,"E12000008","South East",145,3.9,27.9,2.6,140901,33947,2,16804,0.240928027480288,111080,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,105.7,0.243742550655542,3.2,109620,9.1,0.9,27,16317,"NHS_SWAL_CCG",65,105.7,NA,NA,-0.0204579938780691,-0.220309350078335,NA,NA,-0.00281452317525474,-1.2,0.0132308228206277,-5.2,1.7,0.899999999999999,NA,0.0294094441982011,NA,-0.00208092496748916,NA,0.0308693376420077,NA,NA
"NHS_SWAL_CCG-2015","E38000180","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.5,83,167.5,"E12000008","South East",145,4.8,23.9,5,142465,34283,2,17447,0.240641561085179,112621,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,84.8,0.240928027480288,2,111080,3.9,2.6,27.9,16804,"NHS_SWAL_CCG",65,105.7,NA,NA,0.0180727810596943,-0.0214549350012589,NA,NA,-0.000286466395108764,0,0.0137775367659625,0.9,2.4,-4,NA,0.03755076079063,NA,-0.00281452317525474,NA,0.0294094441982011,NA,NA
"NHS_SWAL_CCG-2016","E38000180","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.6,89.6,161,"E12000008","South East",145,5.7,33.4,2.6,144917,36700,2.2,17859,0.253248411159491,114825,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,83,0.240641561085179,2,112621,4.8,5,23.9,17447,"NHS_SWAL_CCG",65,105.7,NA,NA,-0.0395789862806577,0.0765147121842862,NA,NA,0.0126068500743125,0.2,0.0193810310072973,0.9,-2.4,9.5,NA,0.0233398687415978,NA,-0.000286466395108764,NA,0.03755076079063,NA,NA
"NHS_SWAL_CCG-2017","E38000180","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.4,94,146.4,"E12000008","South East",145,5.3,22.7,NA,146694,38471,2.2,18517,0.26225339823033,116255,22964,83460,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",174,NA,NA,NA,89.6,0.253248411159491,2.2,114825,5.7,2.6,33.4,17859,"NHS_SWAL_CCG",65,105.7,NA,NA,-0.0950617634572515,0.0479394622891194,NA,NA,0.00900498707083847,0,0.0123768240833595,-0.4,NaN,-10.7,NA,0.0361816462163169,NA,0.0126068500743125,NA,0.0233398687415978,NA,NA
